escuela,severidad,tipo,url,detalle,corrida
Fonoaudiología,error,link_externo_roto,http://www.estudiosurbanos.uc.cl,"ConnectionError: HTTPConnectionPool(host='www.estudiosurbanos.uc.cl', port=80): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPConnection(host='www.estudiosurbanos.uc.cl', port=80): Failed to resolve 'www.estudiosurbanos.uc.cl' ([Errno 8] nodename nor servname provided, or not known)""))",2026-08-19T23:41:26.031274Z
Fonoaudiología,error,link_externo_roto,http://www7.uc.cl/sociologia,HTTP 404,2026-08-19T23:41:26.031274Z
Fonoaudiología,error,documento_roto,http://secretariageneral.uc.cl/images/Declaracion_de_Principios_UC_actualizadoel28022018.pdf,HTTP 404,2026-08-19T23:41:26.031274Z
Fonoaudiología,error,documento_roto,http://secretariageneral.uc.cl/images/2_-_Estatutos_Generales_de_la_PUC_actualizado13octubre2017.pdf,HTTP 404,2026-08-19T23:41:26.031274Z
Fonoaudiología,advertencia,meta_titulo_largo_incorrecto,https://fonoaudiologia.uc.cl/campos-clinicos/campos-clinicos-asociados,"68 caracteres: ""Campos Clínicos Asociados - Fonoaudiología UC - Facultad de Medicina""",2026-08-19T23:41:26.031274Z
Fonoaudiología,advertencia,meta_descripcion_ausente,https://fonoaudiologia.uc.cl/campos-clinicos/campos-clinicos-asociados,,2026-08-19T23:41:26.031274Z
Fonoaudiología,advertencia,meta_descripcion_ausente,https://fonoaudiologia.uc.cl/noticias,,2026-08-19T23:41:26.031274Z
Fonoaudiología,advertencia,meta_titulo_largo_incorrecto,https://fonoaudiologia.uc.cl/postgrado-y-educacion-continua/magister-en-rehabilitacion-en-salud,"78 caracteres: ""Magíster en Rehabilitación en Salud - Fonoaudiología UC - Facultad de Medicina""",2026-08-19T23:41:26.031274Z
Fonoaudiología,advertencia,meta_descripcion_ausente,https://fonoaudiologia.uc.cl/postgrado-y-educacion-continua/magister-en-rehabilitacion-en-salud,,2026-08-19T23:41:26.031274Z
Fonoaudiología,advertencia,meta_descripcion_ausente,https://fonoaudiologia.uc.cl/pregrado/perfil-de-egreso,,2026-08-19T23:41:26.031274Z
Fonoaudiología,advertencia,meta_titulo_largo_incorrecto,https://fonoaudiologia.uc.cl/campos-clinicos/campos-clinicos-externos,"67 caracteres: ""Campos Clínicos Externos - Fonoaudiología UC - Facultad de Medicina""",2026-08-19T23:41:26.031274Z
Fonoaudiología,advertencia,meta_descripcion_ausente,https://fonoaudiologia.uc.cl/campos-clinicos/campos-clinicos-externos,,2026-08-19T23:41:26.031274Z
Fonoaudiología,advertencia,meta_titulo_largo_incorrecto,https://fonoaudiologia.uc.cl/investigacion/unidad-cientifica-de-estudiantes,"75 caracteres: ""Unidad Científica de Estudiantes - Fonoaudiología UC - Facultad de Medicina""",2026-08-19T23:41:26.031274Z
Fonoaudiología,advertencia,meta_descripcion_ausente,https://fonoaudiologia.uc.cl/investigacion/unidad-cientifica-de-estudiantes,,2026-08-19T23:41:26.031274Z
Fonoaudiología,advertencia,meta_descripcion_ausente,https://fonoaudiologia.uc.cl/fonoaudiologia/academicos,,2026-08-19T23:41:26.031274Z
Fonoaudiología,advertencia,meta_descripcion_ausente,https://fonoaudiologia.uc.cl/estudiantes/centro-de-estudiantes,,2026-08-19T23:41:26.031274Z
Fonoaudiología,advertencia,meta_descripcion_ausente,https://fonoaudiologia.uc.cl/fonoaudiologia/contacto,,2026-08-19T23:41:26.031274Z
Fonoaudiología,advertencia,meta_descripcion_ausente,https://fonoaudiologia.uc.cl/estudiantes/programa-ayudantia,,2026-08-19T23:41:26.031274Z
Fonoaudiología,advertencia,meta_titulo_largo_incorrecto,https://fonoaudiologia.uc.cl/equipo-educacion-continua,"68 caracteres: ""Equipo Educación Continua - Fonoaudiología UC - Facultad de Medicina""",2026-08-19T23:41:26.031274Z
Fonoaudiología,advertencia,meta_descripcion_ausente,https://fonoaudiologia.uc.cl/equipo-educacion-continua,,2026-08-19T23:41:26.031274Z
Fonoaudiología,advertencia,meta_titulo_largo_incorrecto,https://fonoaudiologia.uc.cl/fonoaudiologia/direccion-de-calidad-y-mejora-continua,"68 caracteres: ""Calidad y Mejora Continua - Fonoaudiología UC - Facultad de Medicina""",2026-08-19T23:41:26.031274Z
Fonoaudiología,advertencia,meta_descripcion_ausente,https://fonoaudiologia.uc.cl/fonoaudiologia/direccion-de-calidad-y-mejora-continua,,2026-08-19T23:41:26.031274Z
Fonoaudiología,advertencia,meta_descripcion_ausente,https://fonoaudiologia.uc.cl/educacion-continua/bootcamps,,2026-08-19T23:41:26.031274Z
Fonoaudiología,advertencia,meta_descripcion_ausente,https://fonoaudiologia.uc.cl/estudiantes/reglamentos-internos,,2026-08-19T23:41:26.031274Z
Fonoaudiología,advertencia,meta_descripcion_ausente,https://fonoaudiologia.uc.cl/estudiantes,,2026-08-19T23:41:26.031274Z
Fonoaudiología,advertencia,meta_descripcion_ausente,https://fonoaudiologia.uc.cl/fonoaudiologia/por-que-en-la-uc,,2026-08-19T23:41:26.031274Z
Fonoaudiología,advertencia,meta_titulo_largo_incorrecto,https://fonoaudiologia.uc.cl/vinculacion-con-el-medio,"67 caracteres: ""Vinculación con el Medio - Fonoaudiología UC - Facultad de Medicina""",2026-08-19T23:41:26.031274Z
Fonoaudiología,advertencia,meta_descripcion_ausente,https://fonoaudiologia.uc.cl/vinculacion-con-el-medio,,2026-08-19T23:41:26.031274Z
Fonoaudiología,advertencia,meta_descripcion_ausente,https://fonoaudiologia.uc.cl/fonoaudiologia/autoridades,,2026-08-19T23:41:26.031274Z
Fonoaudiología,advertencia,meta_descripcion_ausente,https://fonoaudiologia.uc.cl/investigacion/equipo-direccion,,2026-08-19T23:41:26.031274Z
Fonoaudiología,advertencia,meta_descripcion_ausente,https://fonoaudiologia.uc.cl/fonoaudiologia/nosotros,,2026-08-19T23:41:26.031274Z
Fonoaudiología,advertencia,meta_descripcion_ausente,https://fonoaudiologia.uc.cl/fonoaudiologia/infraestructura,,2026-08-19T23:41:26.031274Z
Fonoaudiología,advertencia,meta_titulo_duplicado,"https://fonoaudiologia.uc.cl/, https://fonoaudiologia.uc.cl","""Fonoaudiología UC - Facultad de Medicina""",2026-08-19T23:41:26.031274Z
Fonoaudiología,advertencia,link_externo_no_verificable,http://historia.uc.cl,HTTP 403,2026-08-19T23:41:26.031274Z
Fonoaudiología,advertencia,link_externo_no_verificable,http://comunicaciones.uc.cl,HTTP 403,2026-08-19T23:41:26.031274Z
Fonoaudiología,advertencia,link_externo_no_verificable,http://agronomia.uc.cl,HTTP 403,2026-08-19T23:41:26.031274Z
Fonoaudiología,advertencia,link_externo_no_verificable,http://diseno.uc.cl,HTTP 403,2026-08-19T23:41:26.031274Z
Fonoaudiología,advertencia,link_externo_no_verificable,http://investigacion.uc.cl/Investigacion-menu-superior/concursos-investigacion2.html,HTTP 403,2026-08-19T23:41:26.031274Z
Fonoaudiología,advertencia,link_externo_no_verificable,http://dx.doi.org/10.4067/S0034-98872020000700895,HTTP 403,2026-08-19T23:41:26.031274Z
Fonoaudiología,advertencia,link_externo_no_verificable,http://college.uc.cl,HTTP 403,2026-08-19T23:41:26.031274Z
Fonoaudiología,advertencia,link_externo_no_verificable,http://www.uc.cl/educacion,HTTP 403,2026-08-19T23:41:26.031274Z
Fonoaudiología,advertencia,link_externo_no_verificable,http://relacionesinternacionales.uc.cl,"ReadTimeout: HTTPSConnectionPool(host='internacionalizacion.uc.cl', port=443): Read timed out. (read timeout=12)",2026-08-19T23:41:26.031274Z
Fonoaudiología,advertencia,link_externo_no_verificable,https://intranet.cienciasdelasalud.uc.cl/session,"ConnectionError: HTTPSConnectionPool(host='intranet.cienciasdelasalud.uc.cl', port=443): Max retries exceeded with url: /session (Caused by NewConnectionError(""HTTPSConnection(host='intranet.cienciasdelasalud.uc.cl', port=443): Failed to establish a new connection: [Errno 51] Network is unreachable""))",2026-08-19T23:41:26.031274Z
Fonoaudiología,advertencia,link_externo_no_verificable,http://inscripciondecursos.uc.cl,HTTP 403,2026-08-19T23:41:26.031274Z
Fonoaudiología,advertencia,link_externo_no_verificable,http://bibliotecas.uc.cl,HTTP 403,2026-08-19T23:41:26.031274Z
Fonoaudiología,advertencia,link_externo_no_verificable,http://intranet.cienciasdelasalud.uc.cl/session,"ConnectionError: HTTPConnectionPool(host='intranet.cienciasdelasalud.uc.cl', port=80): Max retries exceeded with url: /session (Caused by NewConnectionError(""HTTPConnection(host='intranet.cienciasdelasalud.uc.cl', port=80): Failed to establish a new connection: [Errno 51] Network is unreachable""))",2026-08-19T23:41:26.031274Z
Fonoaudiología,advertencia,link_externo_no_verificable,http://www.cienciapolitica.uc.cl,HTTP 403,2026-08-19T23:41:26.031274Z
Fonoaudiología,advertencia,link_externo_no_verificable,http://teatro.uc.cl,"ConnectTimeout: HTTPConnectionPool(host='teatro.uc.cl', port=80): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<HTTPConnection(host='teatro.uc.cl', port=80) at 0x1093b30a0>, 'Connection to teatro.uc.cl timed out. (connect timeout=12)'))",2026-08-19T23:41:26.031274Z
Fonoaudiología,advertencia,link_externo_no_verificable,http://www.uc.cl/es/politicas-de-privacidad,HTTP 403,2026-08-19T23:41:26.031274Z
Fonoaudiología,advertencia,link_externo_no_verificable,https://www.saludybuenavida.cl/2023/10/17/la-importancia-de-la-fonoaudiologia-en-el-mes-de-las-personas-mayores,"ReadTimeout: HTTPSConnectionPool(host='saludybuenavida.cl', port=443): Read timed out. (read timeout=12)",2026-08-19T23:41:26.031274Z
Fonoaudiología,advertencia,link_externo_no_verificable,http://observatorionuevaevangelizacion.uc.cl/wp,"ReadTimeout: HTTPConnectionPool(host='observatorionuevaevangelizacion.uc.cl', port=80): Read timed out. (read timeout=12)",2026-08-19T23:41:26.031274Z
Fonoaudiología,advertencia,documento_no_verificable,https://www.fonoaudiologia.uc.cl/wp-content/uploads/2018/03/convalidaciones.pdf,"ConnectTimeout: HTTPSConnectionPool(host='www.fonoaudiologia.uc.cl', port=443): Max retries exceeded with url: /wp-content/uploads/2018/03/convalidaciones.pdf (Caused by ConnectTimeoutError(<HTTPSConnection(host='www.fonoaudiologia.uc.cl', port=443) at 0x10894e0a0>, 'Connection to www.fonoaudiologia.uc.cl timed out. (connect timeout=12)'))",2026-08-19T23:41:26.031274Z
Fonoaudiología,advertencia,contenido_desactualizado,https://fonoaudiologia.uc.cl/educacion-continua/diplomados,"Menciona 2025: ""cos adultos con enfoque clínico práctico Admisión 2025 Diplomado en Aborda""",2026-08-19T23:41:26.031274Z
Nutrición,error,link_externo_roto,https://webaccess.uc.cl/simplesaml/index.php,HTTP 404,2026-08-19T23:41:26.031274Z
Nutrición,error,link_externo_roto,https://webaccess.uc.cl,HTTP 404,2026-08-19T23:41:26.031274Z
Nutrición,error,link_externo_roto,http://pastoral.uc.cl/proyecto/concurso-de-investigacion-de-alumnos,HTTP 404,2026-08-19T23:41:26.031274Z
Nutrición,error,link_externo_roto,http://www.quimica.uc.cl,"ConnectionError: HTTPConnectionPool(host='www.quimica.uc.cl', port=80): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPConnection(host='www.quimica.uc.cl', port=80): Failed to resolve 'www.quimica.uc.cl' ([Errno 8] nodename nor servname provided, or not known)""))",2026-08-19T23:41:26.031274Z
Nutrición,error,link_externo_roto,http://www.estudiosurbanos.uc.cl,"ConnectionError: HTTPConnectionPool(host='www.estudiosurbanos.uc.cl', port=80): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPConnection(host='www.estudiosurbanos.uc.cl', port=80): Failed to resolve 'www.estudiosurbanos.uc.cl' ([Errno 8] nodename nor servname provided, or not known)""))",2026-08-19T23:41:26.031274Z
Nutrición,error,link_externo_roto,http://www.cienciapolitica.uc.cl,HTTP 530,2026-08-19T23:41:26.031274Z
Nutrición,error,link_externo_roto,http://www7.uc.cl/sociologia,HTTP 404,2026-08-19T23:41:26.031274Z
Nutrición,error,documento_roto,http://secretariageneral.uc.cl/images/Declaracion_de_Principios_UC_actualizadoel28022018.pdf,HTTP 404,2026-08-19T23:41:26.031274Z
Nutrición,error,documento_roto,http://secretariageneral.uc.cl/images/2_-_Estatutos_Generales_de_la_PUC_actualizado13octubre2017.pdf,HTTP 404,2026-08-19T23:41:26.031274Z
Nutrición,advertencia,meta_titulo_largo_incorrecto,https://nutricion.uc.cl/estudiantes/programa-acompanamiento-academico,"91 caracteres: ""Programa de Acompañamiento Académico - Carrera Nutrición y Dietética - Facultad de Medicina""",2026-08-19T23:41:26.031274Z
Nutrición,advertencia,meta_descripcion_ausente,https://nutricion.uc.cl/estudiantes/programa-acompanamiento-academico,,2026-08-19T23:41:26.031274Z
Nutrición,advertencia,meta_titulo_largo_incorrecto,https://nutricion.uc.cl/investigacion/publicaciones,"68 caracteres: ""Publicaciones - Carrera Nutrición y Dietética - Facultad de Medicina""",2026-08-19T23:41:26.031274Z
Nutrición,advertencia,meta_titulo_largo_incorrecto,https://nutricion.uc.cl/noticias/ocho-proyectos-se-adjudican-el-vii-concurso-de-apoyo-a-la-investigacion-de-la-escuela-de-ciencias-de-la-salud-uc,"168 caracteres: ""Ocho proyectos se adjudican el VIII Concurso de Apoyo a la Investigación de la Escuela de Ciencias de la Salud UC - Carrera Nutrición y Dietética - Facultad de Medicina""",2026-08-19T23:41:26.031274Z
Nutrición,advertencia,meta_descripcion_ausente,https://nutricion.uc.cl/noticias/ocho-proyectos-se-adjudican-el-vii-concurso-de-apoyo-a-la-investigacion-de-la-escuela-de-ciencias-de-la-salud-uc,,2026-08-19T23:41:26.031274Z
Nutrición,advertencia,meta_titulo_largo_incorrecto,https://nutricion.uc.cl/nutricion/autoridades,"66 caracteres: ""Autoridades - Carrera Nutrición y Dietética - Facultad de Medicina""",2026-08-19T23:41:26.031274Z
Nutrición,advertencia,meta_descripcion_ausente,https://nutricion.uc.cl/postgrado,,2026-08-19T23:41:26.031274Z
Nutrición,advertencia,meta_titulo_largo_incorrecto,https://nutricion.uc.cl/nutricion/equipo,"69 caracteres: ""Equipo Docente - Carrera Nutrición y Dietética - Facultad de Medicina""",2026-08-19T23:41:26.031274Z
Nutrición,advertencia,meta_titulo_largo_incorrecto,https://nutricion.uc.cl/educacion-continua,"73 caracteres: ""Educación Continua - Carrera Nutrición y Dietética - Facultad de Medicina""",2026-08-19T23:41:26.031274Z
Nutrición,advertencia,meta_titulo_largo_incorrecto,https://nutricion.uc.cl/oportunidades-de-investigacion,"85 caracteres: ""Oportunidades de investigación - Carrera Nutrición y Dietética - Facultad de Medicina""",2026-08-19T23:41:26.031274Z
Nutrición,advertencia,meta_descripcion_ausente,https://nutricion.uc.cl/oportunidades-de-investigacion,,2026-08-19T23:41:26.031274Z
Nutrición,advertencia,meta_titulo_largo_incorrecto,https://nutricion.uc.cl/noticias/dr-bruno-nervi-nattero-nuevo-decano-de-la-facultad-de-medicina-uc,"122 caracteres: ""Dr. Bruno Nervi Nattero: Nuevo Decano de la Facultad de Medicina UC - Carrera Nutrición y Dietética - Facultad de Medicina""",2026-08-19T23:41:26.031274Z
Nutrición,advertencia,meta_descripcion_ausente,https://nutricion.uc.cl/noticias/dr-bruno-nervi-nattero-nuevo-decano-de-la-facultad-de-medicina-uc,,2026-08-19T23:41:26.031274Z
Nutrición,advertencia,meta_titulo_largo_incorrecto,https://nutricion.uc.cl/nutricion/proceso-de-autoevaluacion,"80 caracteres: ""Proceso de Autoevaluación - Carrera Nutrición y Dietética - Facultad de Medicina""",2026-08-19T23:41:26.031274Z
Nutrición,advertencia,meta_titulo_largo_incorrecto,https://nutricion.uc.cl/estudiantes/asuntos-estudiantiles,"76 caracteres: ""Asuntos Estudiantiles - Carrera Nutrición y Dietética - Facultad de Medicina""",2026-08-19T23:41:26.031274Z
Nutrición,advertencia,meta_descripcion_ausente,https://nutricion.uc.cl/estudiantes/asuntos-estudiantiles,,2026-08-19T23:41:26.031274Z
Nutrición,advertencia,meta_descripcion_ausente,https://nutricion.uc.cl/educacion-continua/bootcamps,,2026-08-19T23:41:26.031274Z
Nutrición,advertencia,meta_titulo_largo_incorrecto,https://nutricion.uc.cl/estudiantes,"66 caracteres: ""Estudiantes - Carrera Nutrición y Dietética - Facultad de Medicina""",2026-08-19T23:41:26.031274Z
Nutrición,advertencia,meta_descripcion_ausente,https://nutricion.uc.cl/estudiantes,,2026-08-19T23:41:26.031274Z
Nutrición,advertencia,meta_titulo_largo_incorrecto,https://nutricion.uc.cl/pregrado/infraestructura,"70 caracteres: ""Infraestructura - Carrera Nutrición y Dietética - Facultad de Medicina""",2026-08-19T23:41:26.031274Z
Nutrición,advertencia,meta_titulo_largo_incorrecto,https://nutricion.uc.cl/investigacion/unidades-de-investigacion-en-nutricion,"93 caracteres: ""Unidades de Investigación en Nutrición - Carrera Nutrición y Dietética - Facultad de Medicina""",2026-08-19T23:41:26.031274Z
Nutrición,advertencia,meta_titulo_largo_incorrecto,https://nutricion.uc.cl/pregrado/malla-curricular-nutricion-uc,"71 caracteres: ""Malla curricular - Carrera Nutrición y Dietética - Facultad de Medicina""",2026-08-19T23:41:26.031274Z
Nutrición,advertencia,meta_titulo_largo_incorrecto,https://nutricion.uc.cl/pregrado/campos-clinicos,"70 caracteres: ""Campos Clínicos - Carrera Nutrición y Dietética - Facultad de Medicina""",2026-08-19T23:41:26.031274Z
Nutrición,advertencia,link_externo_no_verificable,http://college.uc.cl,HTTP 403,2026-08-19T23:41:26.031274Z
Nutrición,advertencia,link_externo_no_verificable,http://www.uc.cl/educacion,HTTP 403,2026-08-19T23:41:26.031274Z
Nutrición,advertencia,link_externo_no_verificable,http://historia.uc.cl,HTTP 403,2026-08-19T23:41:26.031274Z
Nutrición,advertencia,link_externo_no_verificable,https://saludestudiantil.uc.cl,HTTP 403,2026-08-19T23:41:26.031274Z
Nutrición,advertencia,link_externo_no_verificable,http://comunicaciones.uc.cl,HTTP 403,2026-08-19T23:41:26.031274Z
Nutrición,advertencia,link_externo_no_verificable,https://saludestudiantil.uc.cl/Contenidos-del-Sitio/convenio-redsalud-ucchristus.html,HTTP 403,2026-08-19T23:41:26.031274Z
Nutrición,advertencia,link_externo_no_verificable,https://admisionyregistros.uc.cl/alumnos/servicios-academicos/certificacion-estudiantil,HTTP 403,2026-08-19T23:41:26.031274Z
Nutrición,advertencia,link_externo_no_verificable,https://informatica.uc.cl/correo/preguntas-frecuentes-correo-gmail-uc,HTTP 403,2026-08-19T23:41:26.031274Z
Nutrición,advertencia,link_externo_no_verificable,http://bibliotecas.uc.cl,HTTP 403,2026-08-19T23:41:26.031274Z
Nutrición,advertencia,link_externo_no_verificable,https://admisionyregistros.uc.cl/alumnos,HTTP 403,2026-08-19T23:41:26.031274Z
Nutrición,advertencia,link_externo_no_verificable,http://intranet.cienciasdelasalud.uc.cl/session,"ConnectionError: HTTPConnectionPool(host='intranet.cienciasdelasalud.uc.cl', port=80): Max retries exceeded with url: /session (Caused by NewConnectionError(""HTTPConnection(host='intranet.cienciasdelasalud.uc.cl', port=80): Failed to establish a new connection: [Errno 51] Network is unreachable""))",2026-08-19T23:41:26.031274Z
Nutrición,advertencia,link_externo_no_verificable,http://teatro.uc.cl,"ConnectTimeout: HTTPConnectionPool(host='teatro.uc.cl', port=80): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<HTTPConnection(host='teatro.uc.cl', port=80) at 0x109217fd0>, 'Connection to teatro.uc.cl timed out. (connect timeout=12)'))",2026-08-19T23:41:26.031274Z
Nutrición,advertencia,link_externo_no_verificable,https://inclusion.uc.cl,HTTP 403,2026-08-19T23:41:26.031274Z
Nutrición,advertencia,link_externo_no_verificable,http://agronomia.uc.cl,HTTP 403,2026-08-19T23:41:26.031274Z
Nutrición,advertencia,link_externo_no_verificable,http://diseno.uc.cl,HTTP 403,2026-08-19T23:41:26.031274Z
Nutrición,advertencia,link_externo_no_verificable,http://www.uc.cl/es/politicas-de-privacidad,HTTP 403,2026-08-19T23:41:26.031274Z
Nutrición,advertencia,link_externo_no_verificable,http://observatorionuevaevangelizacion.uc.cl/wp,"ReadTimeout: HTTPConnectionPool(host='observatorionuevaevangelizacion.uc.cl', port=80): Read timed out. (read timeout=12)",2026-08-19T23:41:26.031274Z
Nutrición,advertencia,contenido_desactualizado,https://nutricion.uc.cl/educacion-continua/diplomados-nutricion-uc,"Menciona 2025: ""cación Diplomado en Nutrición geriátrica Admisión 2025 Diplomado en Gestió""",2026-08-19T23:41:26.031274Z
Nutrición,advertencia,contenido_desactualizado,https://nutricion.uc.cl/educacion-continua/cursos-y-jornadas-uc,"Menciona 2025: ""nal de las enfermedades cardiovasculares Admisión 2025 Calorimetría indire""",2026-08-19T23:41:26.031274Z
Nutrición,advertencia,contenido_desactualizado,https://nutricion.uc.cl/educacion-continua/cursos-y-jornadas-uc,"Menciona 2024: ""a educación de profesionales de la salud Admisión 2024 Asistencia nutricio""",2026-08-19T23:41:26.031274Z
Nutrición,advertencia,contenido_desactualizado,https://nutricion.uc.cl/educacion-continua/cursos-y-jornadas-uc,"Menciona 2023: ""crónicas con implicancias nutricionales Admisión 2023 Tratamiento nutrici""",2026-08-19T23:41:26.031274Z
Nutrición,advertencia,contenido_desactualizado,https://nutricion.uc.cl/pregrado/malla-curricular-nutricion-uc,"Menciona 2023: ""rado Malla curricular Plan de estudios - Admisión 2023 El plan de estudios""",2026-08-19T23:41:26.031274Z
Nutrición,advertencia,contenido_desactualizado,https://nutricion.uc.cl/pregrado/malla-curricular-nutricion-uc,"Menciona 2023: ""o de especialización. Malla Curricular | Admisión 2023 Malla Curricular Ad""",2026-08-19T23:41:26.031274Z
Nutrición,advertencia,contenido_desactualizado,https://nutricion.uc.cl/pregrado/malla-curricular-nutricion-uc,"Menciona 2023: ""ricular | Admisión 2023 Malla Curricular Admisión 2023 1º Semestre Precálc""",2026-08-19T23:41:26.031274Z
Nutrición,advertencia,contenido_desactualizado,https://nutricion.uc.cl/pregrado/malla-curricular-nutricion-uc,"Menciona 2016: ""urricular (2016 - 2022) Malla Curricular Admisión 2016 - 2022 1º Semestre""",2026-08-19T23:41:26.031274Z
Nutrición,advertencia,contenido_desactualizado,https://nutricion.uc.cl/pregrado/malla-curricular-nutricion-uc,"Menciona 2022: ""ar (2016 - 2022) Malla Curricular Admisión 2016 - 2022 1º Semestre Cálculo""",2026-08-19T23:41:26.031274Z
Terapia Ocupacional,error,link_externo_roto,https://correo.uc.cl,HTTP 404,2026-08-19T23:41:26.031274Z
Terapia Ocupacional,error,link_interno_roto,https://terapiaocupacional.uc.cl/redes-sociales,HTTP 404,2026-08-19T23:41:26.031274Z
Terapia Ocupacional,error,imagen_roto,https://medicina.uc.cl/wp-content/uploads/2017/01/Dra.-Marcela-Cisternas-Marti%CC%81nez.jpg,HTTP 404,2026-08-19T23:41:26.031274Z
Terapia Ocupacional,advertencia,meta_titulo_largo_incorrecto,https://terapiaocupacional.uc.cl/integral-e-interdisciplinario-ciencias-de-la-salud-uc-lanza-primer-magister-en-rehabilitacion-en-salud,"151 caracteres: ""Integral e interdisciplinario: Ciencias de la Salud UC lanza primer Magíster en Rehabilitación en Salud - Terapia Ocupacional UC - Facultad de Medicina""",2026-08-19T23:41:26.031274Z
Terapia Ocupacional,advertencia,meta_titulo_largo_incorrecto,https://terapiaocupacional.uc.cl/cursos,"67 caracteres: ""Diplomados y Cursos - Terapia Ocupacional UC - Facultad de Medicina""",2026-08-19T23:41:26.031274Z
Terapia Ocupacional,advertencia,meta_titulo_largo_incorrecto,https://terapiaocupacional.uc.cl/vinculacion-con-el-medio,"72 caracteres: ""Vinculación con el Medio - Terapia Ocupacional UC - Facultad de Medicina""",2026-08-19T23:41:26.031274Z
Terapia Ocupacional,advertencia,meta_titulo_largo_incorrecto,https://terapiaocupacional.uc.cl/servicios-estudiantiles,"69 caracteres: ""Asuntos Estudiantiles - Terapia Ocupacional UC - Facultad de Medicina""",2026-08-19T23:41:26.031274Z
Terapia Ocupacional,advertencia,meta_titulo_largo_incorrecto,https://terapiaocupacional.uc.cl/reglamentos-internos,"68 caracteres: ""Reglamentos Internos - Terapia Ocupacional UC - Facultad de Medicina""",2026-08-19T23:41:26.031274Z
Terapia Ocupacional,advertencia,meta_titulo_largo_incorrecto,https://terapiaocupacional.uc.cl/enterate-de-todas-nuestras-noticias-sigue-nuestro-instagram,"109 caracteres: ""¡Entérate de todas nuestras noticias! Sigue nuestro instagram - Terapia Ocupacional UC - Facultad de Medicina""",2026-08-19T23:41:26.031274Z
Terapia Ocupacional,advertencia,meta_titulo_largo_incorrecto,https://terapiaocupacional.uc.cl/intercambio-estudiantil,"71 caracteres: ""Intercambio Estudiantil - Terapia Ocupacional UC - Facultad de Medicina""",2026-08-19T23:41:26.031274Z
Terapia Ocupacional,advertencia,meta_titulo_largo_incorrecto,https://terapiaocupacional.uc.cl/todas-las-noticias,"66 caracteres: ""Todas las Noticias - Terapia Ocupacional UC - Facultad de Medicina""",2026-08-19T23:41:26.031274Z
Terapia Ocupacional,advertencia,meta_titulo_largo_incorrecto,https://terapiaocupacional.uc.cl/terapia-ocupacional,"67 caracteres: ""Terapia Ocupacional - Terapia Ocupacional UC - Facultad de Medicina""",2026-08-19T23:41:26.031274Z
Terapia Ocupacional,advertencia,meta_titulo_largo_incorrecto,https://terapiaocupacional.uc.cl/12-salas-totalmente-equipadas-innovacion-y-aprendizaje-en-la-simulacion-desde-ciencias-de-la-salud,"147 caracteres: ""12 salas totalmente equipadas: Innovación y aprendizaje en la simulación desde Ciencias de la Salud - Terapia Ocupacional UC - Facultad de Medicina""",2026-08-19T23:41:26.031274Z
Terapia Ocupacional,advertencia,meta_titulo_largo_incorrecto,https://terapiaocupacional.uc.cl/por-que-estudiar-terapia-ocupacional,"86 caracteres: ""¿Por qué estudiar terapia ocupacional? - Terapia Ocupacional UC - Facultad de Medicina""",2026-08-19T23:41:26.031274Z
Terapia Ocupacional,advertencia,meta_titulo_largo_incorrecto,https://terapiaocupacional.uc.cl/vida-universitaria,"66 caracteres: ""Vida Universitaria - Terapia Ocupacional UC - Facultad de Medicina""",2026-08-19T23:41:26.031274Z
Terapia Ocupacional,advertencia,meta_titulo_largo_incorrecto,https://terapiaocupacional.uc.cl/ganadores-fondedoc-2026-17-integrantes-de-la-facultad-de-medicina-uc-se-adjudican-proyectos,"141 caracteres: ""Ganadores Fondedoc 2026: 17 integrantes de la Facultad de Medicina UC se adjudican proyectos  - Terapia Ocupacional UC - Facultad de Medicina""",2026-08-19T23:41:26.031274Z
Terapia Ocupacional,advertencia,meta_titulo_largo_incorrecto,https://terapiaocupacional.uc.cl/hito-para-ciencias-de-la-salud-uc-terapia-ocupacional-celebra-su-primera-generacion-de-egresadas,"145 caracteres: ""Hito para Ciencias de la Salud UC: Terapia Ocupacional celebra su primera generación de egresadas - Terapia Ocupacional UC - Facultad de Medicina""",2026-08-19T23:41:26.031274Z
Terapia Ocupacional,advertencia,meta_titulo_largo_incorrecto,https://terapiaocupacional.uc.cl/equipo-educacion-continua,"73 caracteres: ""Equipo Educación Continua - Terapia Ocupacional UC - Facultad de Medicina""",2026-08-19T23:41:26.031274Z
Terapia Ocupacional,advertencia,link_externo_no_verificable,http://medica.saludestudiantil.uc.cl/index.php/estudiantes-con-hijos,HTTP 403,2026-08-19T23:41:26.031274Z
Terapia Ocupacional,advertencia,link_externo_no_verificable,http://medica.saludestudiantil.uc.cl,HTTP 403,2026-08-19T23:41:26.031274Z
Terapia Ocupacional,advertencia,link_externo_no_verificable,http://apoyo.saludestudiantil.uc.cl,HTTP 403,2026-08-19T23:41:26.031274Z
Terapia Ocupacional,advertencia,link_externo_no_verificable,http://dental.saludestudiantil.uc.cl,HTTP 403,2026-08-19T23:41:26.031274Z
